"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"BOLD_bin"	"SCFYMN"	"SKVHMG"	"SDD4G5"	"SFKMCD"	"SM6D3B"	"SQYDDG"	"SHLY4A"	"SKA8NJ"	"SASQEH"	"ST2SCC"	"SSJSP9"	"SZCD49"	"SK91LD"	"SQ1CGZ"	"SZNYJX"	"S6TGBG"	"SCECHR"	"SUNVYF"	"SWKRGL"	"SGZUHD"	"SUXVVU"	"SSY7BM"	"SNYBEM"	"SQQBCH"	"SUTTXP"	"S8APX1"	"SLWUQ2"	"S5MEZA"	"SY34ZS"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SCNXZK"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SBWPUY"	"SC1YIM"	"SACBBR"
"Ceratopogonidae_cluster122"	"76c1fb3873b7234ba93baa1ba1192694"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ACE2295"	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster123"	"621d6ae4c567c5c7751341ae29ecb483"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogon"	"Ceratopogon_X"	"BOLD:ABW3935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster126"	"331f2001d000caf7ad57c29545914a22"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides kibunensis"	"BOLD:AAG6430"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster136"	"ddb9f1e5e6fc114b4dcacf9f2e375538"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Atrichopogon"	"Atrichopogon fusculus"	"BOLD:ACC9717"	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster140"	"9e02bdc06c9e711bac036380f8c5ca88"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Bezzia"	"Bezzia_X"	"BOLD:ACX2151"	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster143"	"daa0041c5f1a0516419ce8b212d458e8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae_X"	"Ceratopogonidae_XX"	"unclassified.Ceratopogonidae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster151"	"65e1660a83cbc4244ef9e0570be5f3a7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides vexans"	"BOLD:AAY9589"	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster155"	"12c173c5f9847e08cf897d3459074740"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"unclassified.Ceratopogonidae"	"unclassified.Ceratopogonidae"	"unclassified.Ceratopogonidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster16"	"901b3c3118e1ee7dc114675162b05ab8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea_X"	"BOLD:ABW3976"	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster160"	"d029bcaf46ac5dbf28876ea2ff60f324"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Bezzia"	"Bezzia_X"	"BOLD:ACU5144"	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster168"	"eddba4735f1398868c4c833fdb410808"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides pallidicornis"	"BOLD:ACP1727"	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster181"	"21117c6aaabb588a48450fa81f13291e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides_X"	"BOLD:AEH4276"	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster188"	"5946e288e83ac667aa5d315b551cb7f0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:AAQ0592"	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster189"	"62fd00df97f2aab61303b54d08567581"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Brachypogon"	"Brachypogon bialoviesicus"	"BOLD:ACX1515"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster19"	"b2ae8343287d6e207b762e40c7cf5df2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogon"	"Ceratopogon_X"	"BOLD:ABW3943"	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster2"	"8ecb9123eecd843e6e208fd7252cc666"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia aristolochiae"	"BOLD:ACO6858"	0	0	0	0	0	0	0	4420	0	0	0	0	0	0	0	0	0	0	10874	0	0	0	33554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster21"	"fca951996931278dc80c775e46185f98"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia tenuis"	"BOLD:ABW3987"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster22"	"89c363afe2185f25b56778c8aa259fa3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia velox"	"BOLD:ACP3958"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster23"	"e367608775a0fdf2c4fb304e74bb653a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea modesta"	"BOLD:AAG6542"	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster24"	"365e60c98c4c897312f6eac9c3bd56c7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea_X"	"BOLD:ABW3986"	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster25"	"809842767193614020325a3ce1a65e91"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia glauca"	"BOLD:ACI7668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster26"	"a563922ec10fa00db1ed886d0a0f4f08"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:AAG6429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster27"	"059b57f85aef87646be83cfd7e941046"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia palustris"	"BOLD:ABW3953"	3	0	0	0	0	0	198	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster28"	"9fbf7fb0fc26d1a151cc0b8f6bbdb9ee"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ACG5310"	0	0	0	0	0	0	0	0	0	0	0	0	857	0	0	0	0	1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster3"	"2d57ebd73d4d0befef709c45d8be6245"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogon"	"Ceratopogon_X"	"BOLD:ABW3958"	0	0	0	0	0	0	368	0	0	0	0	340	0	454	0	0	25	0	0	426	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster30"	"46d071e690f480261def7a44b2997c82"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea_X"	"BOLD:ACM5978"	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster32"	"55910f91c112918f079e25981afc8c28"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Atrichopogon"	"Atrichopogon_X"	"BOLD:ACA3626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster34"	"cdfd69fca294017580438d6043340c19"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides impunctatus"	"BOLD:ACG4335"	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster35"	"992d26bb256a691c9db0407cad37d3da"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides grisescens"	"BOLD:AAR4918"	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster36"	"a973d75ba5104a58e2b63b97c515cffe"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides scoticus"	"BOLD:AAZ3985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster37"	"9a512e9f6b2ebfcb63e173edc33bd15f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Atrichopogon"	"Atrichopogon_X"	"BOLD:ACP7223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster38"	"6cd6d4f5d42f2c427e1a7834c684dd7b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Serromyia"	"Serromyia femorata"	"BOLD:ACA4694"	0	0	0	0	0	0	0	0	0	0	0	104	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster4"	"0c0c1f2703d8fe3217dd00b5a5aeb054"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia alacris"	"BOLD:ABW3964"	5861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster41"	"8e4283ac42dc17e112206dcde21acd0b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ACP4569"	0	0	0	29	0	0	0	803	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster43"	"27743c72b951cf85a95bd7472603ba25"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea_X"	"BOLD:AAQ0595"	0	0	0	0	0	0	0	0	0	0	0	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster46"	"88f457d10dce1a693aa9f34382a7b7fc"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea turficola"	"BOLD:AAV5098"	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster48"	"aaae66e97b0d60ae7e9cb7e64446f4e9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Atrichopogon"	"Atrichopogon_X"	"BOLD:ACA4348"	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster5"	"180663e98edb9e70be42759fd3b79a89"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia titillans"	"BOLD:AAG6501"	1976	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster50"	"e204870147eb547d69a355a246f279d2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia nigrans"	"BOLD:ACM5599"	872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527
"Ceratopogonidae_cluster51"	"bb364e282aec7809d921594521b8d8e7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides fascipennis"	"BOLD:AAZ4055"	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster52"	"3d6bc06d211d636473b3b81fbdac9c77"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea_X"	"BOLD:ACU5328"	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster53"	"beb21e4a390d566e0dde5aa09a29fb8c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Bezzia"	"Bezzia_X"	"BOLD:ACX2988"	0	0	0	0	0	0	0	0	0	0	0	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster55"	"fe5f35740b731b4eaa7518b76e1e077d"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogon"	"Ceratopogon grandiforceps"	"unclassified.Ceratopogon grandiforceps"	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster56"	"5c2b4e69de337ef0ad6ca54f58b82197"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia knockensis"	"BOLD:ABW3996"	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster57"	"552d8a4c9da9bbeb289aecb293af6d05"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia pallida"	"BOLD:ACR2789"	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster58"	"e8adb96545eda43d9dd51b4a01e973c4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides pictipennis"	"BOLD:AAZ3959"	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster59"	"7ee10a69fe0058b7effbe824f5006a9b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia chaetoptera"	"BOLD:ABZ8720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster6"	"cbf2cddc69f966c2b8869bd9dac03982"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ABW3952"	892	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster60"	"e6f31960c23cf2bb8db182b64f5cab53"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ACG5526"	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster62"	"aee5fe9178cfeb5920b2540ec4d4e988"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Palpomyia"	"Palpomyia_X"	"BOLD:ABZ9646"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster63"	"47678818a19b797e840711cca3953f4b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	"Dasyhelea malleolus"	"BOLD:ABW3962"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster69"	"1a3b9698ec3c83cd3a46f71b29b70e78"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae_X"	"Ceratopogonidae_XX"	"BOLD:ACG3482"	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster70"	"fa2f9547ca1392ba49c866359fa78c33"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:AAN5156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster72"	"516039bb486d953eb571ff525f07c708"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ACQ8860"	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5223	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster73"	"f3f864cde6d1f5a900603f9f3d5c6a37"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Atrichopogon"	"Atrichopogon_X"	"BOLD:ACF7706"	0	0	0	27	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster74"	"2fa1b496f1e8ebb01d7290ab4ff23fa2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae_X"	"Ceratopogonidae_XX"	"BOLD:ADM4305"	0	0	0	0	0	0	0	863	0	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster8"	"f657cbf7ebf02ade17af150c13b5aa8c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia bipunctata"	"BOLD:AAN5148"	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster80"	"030c557c16eba15f68e8ee0616be51aa"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	"Culicoides clintoni"	"BOLD:ACG3274"	0	0	0	0	0	0	0	0	0	0	0	848	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster88"	"82a5ec10ddbd8df605667dd2107e2fa2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:ACR2180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster9"	"f0e67188544fd095a5b576e2249bf6a7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia nigra"	"BOLD:ABW3942"	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster93"	"59767f4e51a854f956c9a5e162a7d77c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	"Forcipomyia_X"	"BOLD:AAG6433"	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster98"	"a238755db68a84d8b0e79715948f0a3b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Bezzia"	"Bezzia rhynchostylata"	"BOLD:ACM6384"	0	0	0	0	0	0	0	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratozetidae_cluster6"	"a663fd4776295949791a7411c72a9eba"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Ceratozetidae"	"Ceratozetidae_X"	"Ceratozetidae_XX"	"BOLD:ACC7166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cervidae_cluster1"	"baf9c836fd2606fa772d683cc7752f21"	"Animalia"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Alces"	"Alces americanus"	"BOLD:AAB7972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	47	0	0	0	0	0	0	0	0
"Chamaemyiidae_cluster1"	"cb1a1ea41970a98813ba4e6a2953239a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Lipoleucopis"	"Lipoleucopis praecox"	"BOLD:ADS3426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	14494	0	0	0	0	0	0
"Chamaemyiidae_cluster15"	"360b2b622a36c3f2936085345e03a83b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Chamaemyiidae_X"	"Chamaemyiidae_XX"	"unclassified.Chamaemyiidae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaemyiidae_cluster26"	"8bcec700600ca1c48c35b604285cf3dd"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Leucopis"	"Leucopis_X"	"BOLD:ACE2176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaemyiidae_cluster4"	"31deb0a6a99bbeb6b5e823bb59005987"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Chamaemyia"	"Chamaemyia_X"	"BOLD:AAG6951"	0	0	0	0	0	307	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
