"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SCECHR"	"SK91LD"	"SQQBCH"	"SCFYMN"	"SM6D3B"	"SSY7BM"	"SDD4G5"	"ST2SCC"	"SQ1CGZ"	"SUNVYF"	"S6TGBG"	"SKVHMG"	"SZNYJX"	"SQYDDG"	"SHLY4A"	"SFKMCD"	"SKA8NJ"	"SZCD49"	"SSJSP9"	"SGZUHD"	"SWKRGL"	"SUTTXP"	"SASQEH"	"SUXVVU"	"SNYBEM"	"SCNXZK"	"S8APX1"	"SBWPUY"	"SC1YIM"	"SACBBR"	"S5MEZA"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SLWUQ2"	"SY34ZS"
"Cecidomyiidae_cluster157"	"3a04cba5185f9c612c2d3ce41005817b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Lestodiplosis"	0	0	0	0	5	41	0	0	0	33	0	0	0	54	21	0	6	0	16	0	0	54	0	0	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster172"	"81e81660ff4ee65635914120f701e0b4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Cecid"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster182"	"3824749b3ab4e204a38fa5b8b20f4cbd"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Semudobia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087	0	0	0	0	0	0	546	0	0	0	0	0	0	620
"Cecidomyiidae_cluster1820"	"4d5985350a874f5b998ae3bcd41ad06b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Jaapiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster185"	"2cd7a0a74b4bec29175c55882e3524a3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Campylomyza"	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	1793	0	0	0	598	0	1686	0	0	0	0	0	403	2300
"Cecidomyiidae_cluster1953"	"2bfcaaac5eadb191bf3d507f2dfb6966"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Rhopalomyia"	0	0	0	0	17	0	0	0	0	0	0	0	0	88	0	9	31	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster205"	"ce5be7d6de52024b452109357a6d41f7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Sitodiplosis"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster228"	"e50e1a20ae566b9b3673f0e594ffb6b2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Asteromyia"	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster249"	"49d071310b6c4a4f2c9064dd6f5b098e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Cecidomyiidae_Contarinia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster3"	"8afd6c46f31183e1d2a27392373c1c5a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Lestremia"	0	13	0	0	0	0	21	0	10	59	0	22	256	190	64	318	256	0	96	0	0	102	0	0	0	451	0	0	0	0	0	0	3868	0	0	0	0	0	106	0
"Cecidomyiidae_cluster314"	"f8b8dd4a9a9cc6d88c13af0f01ee7002"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Parepidosis"	0	0	0	0	17	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster367"	"6c6e0abce5b4a9439d4dda5585964205"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Parallelodiplosis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster50"	"07ad6a1930203d4ece05fc20fc310035"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Porricondyla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster648"	"e3e6f63159e46135d056cfe88b00f39e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Catocha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster80"	"7c50766ea477fbdebd3d4a6fcc1fccba"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Schizomyia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster88"	"f584e8fd8e1ee23679df669da3ccb869"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Ozirhincus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster894"	"e83db3487f8d73659e4eda7d689f0fd6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Didactylomyia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cecidomyiidae_cluster93"	"5804f780bdcf04001ab4dac320a2e20b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Cecidomyiidae"	"Xylopriona"	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cerambycidae_cluster1"	"8568a47aca06d0c4c646644ee0cfc93f"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cerambycidae"	"Rhagium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34218	0	0	0	0	0	0	0	0	0	42069	0	0	0	0	0	59848
"Cerambycidae_cluster16"	"7a79f4519b1a74a6b4728319f4901d7b"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cerambycidae"	"Tetrops"	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cerambycidae_cluster19"	"973b7209cbb74d372a99c5725e983d6a"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cerambycidae"	"Pogonocherus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0
"Ceraphronidae_cluster10"	"bfced0a902e572fdf3771f39ce7a9d8f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ceraphronidae"	"Ceraphronidae_X"	0	13	0	44	0	0	6	4	0	0	21	0	0	6	0	0	2	0	0	72	65	19	0	0	180	48	0	8	0	0	22	0	0	203	41	8	0	47	141	30
"Ceraphronidae_cluster113"	"501ffe1cb5fa5d89633e5872573f365f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ceraphronidae"	"unclassified.Ceraphronidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceraphronidae_cluster19"	"42b822bbbdc5d6397bbedab5a7307c94"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ceraphronidae"	"Aphanogmus"	0	4	0	0	0	0	0	0	0	0	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster10"	"84aac3e36182389a3e048e0f5d7e8585"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogon"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1922	0	142	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster107"	"a1a02a7d5960459c276f237b2d0c87ff"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Culicoides"	0	104	0	0	28	0	0	0	12	0	0	0	0	0	25	0	0	379	15	493	0	3	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
"Ceratopogonidae_cluster108"	"298bd360d25a1a3d187b21879c80b4b1"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae_X"	0	0	0	0	0	0	0	23	0	0	0	0	0	65	0	0	15	0	70	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster11"	"3b38a1b8d7404ec669e189214e98ce5c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Palpomyia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster116"	"caae72b2b21eab033c8f3ec001494d15"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"unclassified.Ceratopogonidae"	0	0	0	0	0	0	0	0	5	17	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster121"	"3ec20f39879f891b348b719bf761496b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Dasyhelea"	76	0	0	0	0	0	0	0	7	0	0	0	0	0	99	0	0	438	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster136"	"ddb9f1e5e6fc114b4dcacf9f2e375538"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Atrichopogon"	0	0	0	0	0	315	0	0	7	0	0	0	0	45	50	0	0	0	0	0	0	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster140"	"9e02bdc06c9e711bac036380f8c5ca88"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Bezzia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratopogonidae_cluster188"	"5946e288e83ac667aa5d315b551cb7f0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyia"	0	36	0	1838	0	0	0	0	17	1681	0	0	0	134	11	0	287	62	49	415	2259	258	0	0	4492	0	0	0	0	2111	0	0	744	0	0	0	0	0	0	0
"Ceratopogonidae_cluster38"	"6cd6d4f5d42f2c427e1a7834c684dd7b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Serromyia"	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratozetidae_cluster6"	"a663fd4776295949791a7411c72a9eba"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Ceratozetidae"	"Ceratozetidae_X"	0	11	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cervidae_cluster1"	"baf9c836fd2606fa772d683cc7752f21"	"Animalia"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Alces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
"Cervidae_cluster2"	"7338c3c78629a0de12b949c8e11e1178"	"Animalia"	"Chordata"	"Mammalia"	"Artiodactyla"	"Cervidae"	"Capreolus"	0	0	3	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcididae_cluster1"	"a6b7676047664f08cc239786b4efa8b5"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Chalcididae"	"Haltichella"	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaemyiidae_cluster1"	"cb1a1ea41970a98813ba4e6a2953239a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Lipoleucopis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	1240	0	0	0	0	0
"Chamaemyiidae_cluster15"	"360b2b622a36c3f2936085345e03a83b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Chamaemyiidae_X"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaemyiidae_cluster26"	"8bcec700600ca1c48c35b604285cf3dd"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Leucopis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaemyiidae_cluster4"	"31deb0a6a99bbeb6b5e823bb59005987"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chamaemyiidae"	"Chamaemyia"	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chaoboridae_cluster1"	"c444400b3ff3f3799b2b97fca7003585"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chaoboridae"	"Chaoborus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cheiracanthiidae_cluster2"	"592ca5394935222b9607d9fb8a61afa6"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Cheiracanthiidae"	"Cheiracanthium"	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster1"	"6f05d2fbb811212c1ca60c3567387956"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Bryophaenocladius"	309	2393	0	57	0	0	0	0	0	2664	0	286	0	735	3538	53	0	34728	402	1224	2584	668	2213	0	3051	0	5003	0	0	0	3792	2206	0	7188	0	0	0	0	2087	1367
"Chironomidae_cluster10"	"bb58ac987f7d4959c267b0a9b3ac6243"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Smittia"	1063	0	0	0	27	0	0	0	428	0	0	0	0	594	0	27	0	828	0	0	0	1455	1241	0	0	3091	0	0	0	2172	0	0	21583	3110	0	0	0	1275	0	2466
"Chironomidae_cluster100"	"2b87dcf0d62ca16ec4addb1fe80431e5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanytarsus"	0	377	0	21	0	301	0	0	11	384	0	1530	426	275	704	0	186	226	0	512	0	0	11	399	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0
"Chironomidae_cluster101"	"ce29ad21e68fdec7dd1684ca4dfbd7b4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Ablabesmyia"	178	0	0	0	0	0	0	0	0	0	147	0	0	0	1739	266	0	1884	0	1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster1010"	"55c86d9d13f7069866b7b1452fbf21ba"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Protanypus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster1018"	"f3d4ad4ab395f9ce20aefe47d0acbb82"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"unclassified.Chironomidae"	56	0	0	2335	0	0	0	0	0	0	0	0	0	0	1	0	45	35	115	0	0	0	2102	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster103"	"dfca83292991860087eb125f0652279a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironomidae_X"	3865	0	0	0	82	0	0	0	72	0	0	0	0	32	65	0	0	711	0	16	0	42	242	0	0	0	1953	0	0	0	0	0	713	1381	1419	0	0	5482	4414	1437
"Chironomidae_cluster1066"	"a0a7020abc28f9ef7d041c81384dbbed"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Diamesa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster107"	"1c6e71719c9fd3e457e85e4f81e41584"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Paraphaenocladius"	3726	0	0	0	0	0	0	0	21	0	0	0	1186	0	64	0	0	4259	0	84	0	0	38	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0
"Chironomidae_cluster1088"	"28a94035bf64f1fc2a83439dd79171cc"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironomus"	0	0	0	0	73	0	0	0	36	0	0	0	0	0	0	12	664	147	0	268	0	0	0	10567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster11"	"3509b9a8cb1a652065b57985fdaf9565"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Georthocladius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	3816	0	0	23696	0	0	0	16694	0	0	0	0	1466	0
"Chironomidae_cluster1106"	"ecb9ca8c0c93a55803bb884b27990947"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Rheopelopia"	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster111"	"857ee7e461c2445b93127fe06811e7cc"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Stempellinella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0
"Chironomidae_cluster112"	"0ff7bb242fb4776dbf412b2a24832c84"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Paratanytarsus"	428	0	0	0	0	0	0	0	3	0	0	0	1024	0	0	0	7	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster113"	"746b08e6887e70d06ccb1eaffb5b4a78"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Rheotanytarsus"	0	0	0	0	0	0	0	0	0	45	0	850	0	0	10	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster116"	"51c117f7e5d6969790fdb7c172526aa3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Polypedilum"	0	47	0	0	7	776	0	0	0	31	0	0	0	47	88	15	57	49	0	38	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster118"	"ce78874bd5fcdd778c45a7213884faf8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Cricotopus"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	107	0	0	55	0	589	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster122"	"0fba90cba91f866aaecc8e79acb510a2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Procladius"	0	0	0	0	0	0	0	0	146	0	0	0	3936	0	40	117	52	746	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster128"	"d1cb34a2b7018808edd545c4102ea66f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Metriocnemus"	1239	0	0	564	0	0	0	0	295	21	0	0	0	292	505	3	0	5804	61	913	0	0	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster1338"	"e6048356ece9b907671859162c6af2be"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Hydrosmittia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"Chironomidae_cluster134"	"09a74214fd5a396cdf2d5e9e749ffe44"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Psectrocladius"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	584	0	0	0	329	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster136"	"c78fe3067e27e35222e8ee06ba00e2e0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Micropsectra"	0	0	0	0	0	0	0	0	5	0	0	0	0	555	368	0	0	0	0	824	679	0	52	2033	0	0	0	192	0	0	0	0	0	0	0	0	0	0	488	0
"Chironomidae_cluster138"	"63f750b9661520a17f07a4d9b172859d"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Corynoneura"	62	0	0	0	0	101	0	0	0	0	0	0	0	64	0	5	0	74	12	602	0	60	16	0	0	0	861	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster14"	"9bef2257117428b0bdb3fbfd8cfd14de"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Gymnometriocnemus"	2389	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5499	0	850	0	43	14	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	209	0
"Chironomidae_cluster144"	"d189ecdf2fddb340449ec6e21cb715eb"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Limnophyes"	6426	3876	489	2862	0	1837	0	1258	507	0	0	373	42685	357	2294	0	473	14797	660	12415	0	1518	14301	666	0	2811	7688	28	1763	24771	7275	2996	5972	2479	327	0	543	0	1021	3086
"Chironomidae_cluster147"	"6853d53d77207eca0d9330bba821f569"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3064	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster148"	"799a7ab3961c869ccd5ed33ccb2c07df"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Glyptotendipes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster156"	"cdf9a254ae1bcde593cb5f80d157d588"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Pseudorthocladius"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	23	0	0	0	132	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster170"	"9834e6414f505c3d601bc1a3f712c9c7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Ortho"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster171"	"db19b2fa24c8f76a380252f2f4039a04"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Cladotanytarsus"	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster173"	"9a4551c6ea3e1e382e5bb32705ac58c5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Psectrotanypus"	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster178"	"533322ee872c0359a66c4c92d0596ae1"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tvetenia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster180"	"61b08547f33feefd7b6747eb4252ea44"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tavastia"	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster182"	"99f505cddf03465dae16003d989e00ec"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Pseudosmittia"	0	0	0	39	0	0	0	90	0	0	0	0	0	0	28	0	0	385	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster183"	"a404b7dcef2cf93446513d68604acf33"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Eukiefferiella"	0	0	109	0	0	0	0	0	10	0	0	0	0	0	3	0	0	4	0	0	0	0	239	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
