"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SCECHR"	"SK91LD"	"SQQBCH"	"SCFYMN"	"SM6D3B"	"SSY7BM"	"SDD4G5"	"ST2SCC"	"SQ1CGZ"	"SUNVYF"	"S6TGBG"	"SKVHMG"	"SZNYJX"	"SQYDDG"	"SHLY4A"	"SFKMCD"	"SKA8NJ"	"SZCD49"	"SSJSP9"	"SGZUHD"	"SWKRGL"	"SUTTXP"	"SASQEH"	"SUXVVU"	"SNYBEM"	"SCNXZK"	"S8APX1"	"SBWPUY"	"SC1YIM"	"SACBBR"	"S5MEZA"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SLWUQ2"	"SY34ZS"
"Leiodidae_cluster39"	"0215095d83c9482befbdd4acd11c3dd6"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Leiodidae"	"Agathidium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leiodidae_cluster4"	"f70e0fa410c335ab2a7e2390e7738555"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Leiodidae"	"Sciodrepoides"	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptophlebiidae_cluster2"	"1645dc88a8adcb52ff5de41481ef1c7f"	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Leptophlebiidae"	"Paraleptophlebia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leuctridae_cluster3"	"0abd1a6d3705db0c7620d27c2869b2a1"	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Leuctridae"	"Leuctra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limnephilidae_cluster10"	"ea7693c9e860a6e735e55ca438c5f735"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"Limnephilus"	220	0	0	0	5407	0	0	0	192	0	0	0	0	0	0	0	0	1239	0	9678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limnephilidae_cluster25"	"790018f49ac9ab6dcb9511789ed99460"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"Anabolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limnephilidae_cluster26"	"0670c945fa279f1f673f58de473473cf"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"Arctopora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limnephilidae_cluster31"	"3fec1718dfda9263be28d379fa085666"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"Halesus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limnephilidae_cluster7"	"a6fd76b2638b818c2bba6d55451eedbf"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"Rhadicoleptus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster103"	"a54c558088c138928b0ac0b25f44a517"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Ormosia"	0	124	0	0	0	0	0	284	0	119	8479	3538	4292	245	826	20	0	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster12"	"710a2d32232aab73b13efcc4e652a3f0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Cheilotrichia"	0	0	0	0	0	0	0	0	0	74	0	0	0	178	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster14"	"0926f3c082dea98c438e09f8bfb661bf"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Phylidorea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster15"	"cee5485056e6ed984a973f0b463725aa"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Limonia"	0	577	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	9226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster16"	"d68814dac2623b56d754264488c606e6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Molophilus"	0	0	0	41	0	0	0	0	189	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster18"	"8931d2e8c62556efc060e439fc2be93b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Metalimnobia"	0	4221	0	0	0	0	0	2561	0	0	0	0	0	8809	0	0	0	0	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster22"	"91c9d5dc75060c6eb0c2dd9b66cf5963"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Euphylidorea"	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster29"	"e46d0fc6fd4f97bbbb165685732e0a6e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Neolimonia"	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster30"	"9373fdf69b191dddedf4dc599d137dbd"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Pseudolimnophila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster31"	"463c4c6dd12d1302ede6ea477a2b2cf0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Dicranomyia"	2320	0	0	0	1977	0	0	0	0	0	0	0	0	268	0	0	0	0	0	4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster34"	"32e3672ddaf9044312bc2319cf485e6e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Limoniidae_X"	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster37"	"c359c1c3f3d757af34d3e4cd4555e99a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Rhipidia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster48"	"127cde48eac39061fedc8b13fdc4493b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Erioptera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Limoniidae_cluster8"	"9066d4f32c38689ebb94b9b82df2f769"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Limoniidae"	"Phyllolabis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster1"	"3283e1a65a3ad77870f9db30dcb86487"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Linyphia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster11"	"0b3b19c1d7a04556d86a0b8859a0e22b"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Agnyphantes"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster123"	"75e6d5bd2417ee33da1e268ecc18904f"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Ceratinella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
"Linyphiidae_cluster138"	"b4844916797a3ce5aad3a24256cb86ba"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Pelecopsis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
"Linyphiidae_cluster14"	"01d8fbbf4240afe567559778ac48c53d"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Gongylidium"	0	0	0	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster19"	"a4bb3aecac52dae26af3396263a2c39f"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Entelecara"	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster2"	"218cbfdd553d85a2c32245042e93510c"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Drapetisca"	0	98	0	0	0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	4114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster23"	"5328b045b46dd8f3b3ecf625fd1264c9"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Dismodicus"	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	628	0	0	0	0	0	37	0
"Linyphiidae_cluster25"	"117039f91540caf44cbb6f04ec949e89"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Agyneta"	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	31	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster27"	"4be1930f2dec37597092a45428cac4b2"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Tenuiphantes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1522	0	0	172	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster3"	"6772f3397b83fe3640312ddd33ffab7c"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Helophora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster31"	"acab510fe04f57e33e61f0cca08aceca"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Centromerus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	78	0	0
"Linyphiidae_cluster38"	"73c01294ea57eed756a15bdbce031a92"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Hypomma"	106	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	276	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster47"	"1b162c3ef5dadac9aaecc180fa39ec27"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Minyriolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster56"	"4767f934df6c0f15b66458fa8e5726b8"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Bathyphantes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster63"	"1a38b2acac8226c9ec9074fe1a7a0ecc"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Oedothorax"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster69"	"f14785c2dd988d0bce896c338664718d"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Neriene"	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster7"	"ab2012a73fce334750ec8ebe041fed77"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Porrhomma"	0	0	0	0	0	0	0	0	0	0	0	0	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster75"	"75adfd5e72e667b52c2921ed30aab09b"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Microlinyphia"	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Linyphiidae_cluster91"	"c74ab885eb8ddaa766ce92b32fb63c3e"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Linyphiidae"	"Ostearius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Liocranidae_cluster1"	"b79f3440e15765643c143727e3e3a279"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Liocranidae"	"Agroeca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7499	0	0
"Liposcelididae_cluster1"	"c8988ca0f1273b9288c90c50bd26c5c3"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Liposcelididae"	"Liposcelis"	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lonchaeidae_cluster1"	"3de23839612aaedf2129e4e4a799d12b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Lonchaeidae"	"Earomyia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3810
"Lonchaeidae_cluster10"	"27722912ae210a4c3c6c00d587f21b8a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Lonchaeidae"	"Lonchaea"	1419	0	0	0	0	0	2412	0	185	0	0	2205	0	1386	0	0	280	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lonchaeidae_cluster17"	"7aad29800afb335ed954620dd4bbfcfe"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Lonchaeidae"	"Protearomyia"	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lonchaeidae_cluster3"	"37398ae0f86c16ae381c842eba975784"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Lonchaeidae"	"Chaetolonchaea"	0	0	0	0	14769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lonchopteridae_cluster1"	"913e30dea68b8f49b29416fc093d115e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Lonchopteridae"	"Lonchoptera"	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lumbricidae_cluster1"	"882a7fe9190c9b4ba00e7560f73996e4"	"Animalia"	"Annelida"	"Clitellata"	"Crassiclitellata"	"Lumbricidae"	"Lumbricus"	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"Lumbricidae_cluster3"	"422eb7ea635f5e91d65d55ef755ee89a"	"Animalia"	"Annelida"	"Clitellata"	"Crassiclitellata"	"Lumbricidae"	"Dendrobaena"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lycaenidae_cluster1"	"800dc473b1fd08fb71b37cfeac52f971"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lycaenidae"	"Callophrys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78431	0	0	0	0	0	0
"Lycaenidae_cluster2"	"5a86762986a80d9deda097f4c5b5b8ea"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lycaenidae"	"Plebejus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lycaenidae_cluster4"	"a4defa10a902f6868f725ca78fe63c26"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lycaenidae"	"Vacciniina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lycaenidae_cluster8"	"310bd0d75f209cfa8b946ae74a434603"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lycaenidae"	"Lycaena"	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygaeidae_cluster1"	"b0ed7eacdb00c223b04dbd26b566e0df"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Lygaeidae"	"Kleidocerys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	5974	65	0	679	0	0	0	0	0	0	0	0	4263	0	0	0	0	0	0	676
"Lymexylidae_cluster1"	"cfef621773e821a992695085481b8533"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Lymexylidae"	"Hylecoetus"	0	0	0	0	0	0	0	0	0	0	0	0	153628	0	0	0	0	0	0	0	0	0	0	0	0	0	40500	0	0	0	0	0	0	81663	17	0	0	0	45100	0
"Lyonetiidae_cluster1"	"2d72023902319a274ad3224320bac9d7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lyonetiidae"	"Leucoptera"	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lyonetiidae_cluster3"	"2ee495d7738fbf80e3fe9285657127d7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lyonetiidae"	"Lyonetia"	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	163	0
"Lypusidae_cluster2"	"6a8d333c27012a8f4453352e2697ebf0"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lypusidae"	"Amphisbatis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5147	922	0	0	0	0	0	0	0	1785
"Macrochelidae_cluster2"	"7f9e9719726a7aac15656acdcec436ad"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Macrochelidae"	"Macrocheles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Macrochelidae_cluster4"	"f1d203d5753f482309c9175663ee1991"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Macrochelidae"	"Macrochelidae_X"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Malachiidae_cluster1"	"c18a8c30789fe814e9ae82038f3b67d8"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Malachiidae"	"Cordylepherus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Masaridae_cluster2"	"afc785f4b63c5a631b5aa276a46ae987"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Masaridae"	"Chrysis"	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachilidae_cluster1"	"61dafc70756a33e2a950ce3653141aea"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Megachilidae"	"Megachile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachilidae_cluster16"	"73b7c3bd6f1b58426dfb8a93fb1f9c56"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Megachilidae"	"Heriades"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megaspilidae_cluster20"	"f39d0e4cd1a66bbddfca36105d3eea91"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Megaspilidae"	"Megaspilidae_X"	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13
"Megaspilidae_cluster21"	"681c37b8656663859fc6d3cc7a46d7bd"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Megaspilidae"	"Conostigmus"	0	0	0	0	0	0	0	7	0	0	0	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megaspilidae_cluster39"	"623cde880b082e67ce75fdee6b46863a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Megaspilidae"	"Dendrocerus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melandryidae_cluster6"	"c50b3d86d24de46e98e054c703f64649"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Melandryidae"	"Abdera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melicharidae_cluster2"	"1cd962d035bf4457750ac930c868ff4b"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Melicharidae"	"Melicharidae_X"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melyridae_cluster1"	"d1c8091cbf803e06bd00db0540237f95"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Melyridae"	"Dasytes"	0	0	0	0	0	0	314	0	0	0	0	0	0	122	0	382	0	0	0	0	0	140	0	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsocidae_cluster1"	"78829a0134d241c775c2facfed792b15"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Mesopsocidae"	"Mesopsocus"	0	0	0	0	0	160	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	10206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Micropezidae_cluster1"	"ddc13a65edb1a595a645438ca7a419e6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Micropezidae"	"Neria"	0	0	0	0	0	0	0	0	365	0	0	5499	0	0	2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microphysidae_cluster1"	"97534518c9b1795538096158ccd17505"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Microphysidae"	"Loricula"	0	0	0	0	0	0	0	0	0	100	36	0	0	0	15	0	0	29	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Micropterigidae_cluster1"	"158cb6120456c1faec99a81eab720b88"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Micropterigidae"	"Micropterix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtrombidiidae_cluster1"	"23091879fdeb6177cb86bac32438a485"	"Animalia"	"Arthropoda"	"Arachnida"	"Trombidiformes"	"Microtrombidiidae"	"Microtrombidiidae_X"	0	0	0	0	0	0	0	0	3	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Milichiidae_cluster1"	"4acb7dc342cb1368ffd3a2a56a71fe9f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Milichiidae"	"Madiza"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Miridae_cluster1"	"f2fc6121cb93790ccb7e6a0e06ff41cd"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Miridae"	"Neolygus"	0	1019	0	0	0	0	0	0	0	0	0	0	299	0	32	0	0	0	0	2484	0	166	0	0	0	210	0	0	0	0	0	0	270	0	0	0	0	0	0	0
