"Genus"	"Phylum"	"Class"	"Order"	"Family"	"variable"	"present"	"cluster"	"ASV"	"Kingdom"	"reads"
"Delia"	"Arthropoda"	"Insecta"	"Diptera"	"Anthomyiidae"	"SZCD49"	0	"Anthomyiidae_cluster1"	"df166ecd01ca78133b4f6698d287e1b4"	"Animalia"	362
"Dolichovespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SQ1CGZ"	1	"Vespidae_cluster1"	"87dbac9dee4226bb8b096c47427610ab"	"Animalia"	4379
"Dolichovespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SQYDDG"	1	"Vespidae_cluster1"	"87dbac9dee4226bb8b096c47427610ab"	"Animalia"	54201
"Dolichovespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SSJSP9"	1	"Vespidae_cluster1"	"87dbac9dee4226bb8b096c47427610ab"	"Animalia"	9691
"Dolichovespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SUNVYF"	1	"Vespidae_cluster1"	"87dbac9dee4226bb8b096c47427610ab"	"Animalia"	46632
"Dolichovespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SZNYJX"	1	"Vespidae_cluster1"	"87dbac9dee4226bb8b096c47427610ab"	"Animalia"	187335
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"S6TGBG"	0	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	36
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SDD4G5"	1	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	572
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SFKMCD"	0	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	996
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SHLY4A"	1	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	4288
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SKA8NJ"	0	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	81
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SKVHMG"	1	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	31
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQ1CGZ"	0	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	219
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQYDDG"	1	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	3640
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SSJSP9"	0	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	51
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SUNVYF"	1	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	4605
"Dusona"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SZCD49"	0	"Ichneumonidae_cluster1097"	"de66a93ae2b3c5506000807bbb23f163"	"Animalia"	743
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"S6TGBG"	1	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	2367
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"S8APX1"	0	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	5535
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SASQEH"	1	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	4845
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SFKMCD"	0	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	41
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SGZUHD"	0	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	2609
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SHLY4A"	0	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	2548
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SK91LD"	1	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	3209
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SQQBCH"	0	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	1426
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SWKRGL"	1	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	28296
"Epinotia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SZCD49"	0	"Tortricidae_cluster1"	"1e5b3bcd7f5d958f6fbc6d84ad92a266"	"Animalia"	1127
"Episyrphus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SCFYMN"	1	"Syrphidae_cluster2"	"723f72503984190cce8f182870932fed"	"Animalia"	2789
"Episyrphus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SFKMCD"	1	"Syrphidae_cluster2"	"723f72503984190cce8f182870932fed"	"Animalia"	12345
"Episyrphus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	1	"Syrphidae_cluster2"	"723f72503984190cce8f182870932fed"	"Animalia"	965
"Episyrphus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQYDDG"	1	"Syrphidae_cluster2"	"723f72503984190cce8f182870932fed"	"Animalia"	12508
"Eulithis"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Geometridae"	"SSJSP9"	1	"Geometridae_cluster4"	"c68fe8dfa3ba521bb5e4854de3d8030f"	"Animalia"	507
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SDD4G5"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	5151
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SFKMCD"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	13090
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	2242
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKVHMG"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	25943
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SM6D3B"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	78195
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQYDDG"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	6727
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SUTTXP"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	4751
"Eupeodes"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SUXVVU"	1	"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	23366
"Eupithecia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Geometridae"	"S6TGBG"	0	"Geometridae_cluster107"	"d7f7bb3e5f0b4f9fbf566e34d9af0ff8"	"Animalia"	630
"Eupithecia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Geometridae"	"SFKMCD"	0	"Geometridae_cluster107"	"d7f7bb3e5f0b4f9fbf566e34d9af0ff8"	"Animalia"	548
"Eupithecia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Geometridae"	"SHLY4A"	0	"Geometridae_cluster107"	"d7f7bb3e5f0b4f9fbf566e34d9af0ff8"	"Animalia"	2
"Eupithecia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Geometridae"	"SWKRGL"	1	"Geometridae_cluster107"	"d7f7bb3e5f0b4f9fbf566e34d9af0ff8"	"Animalia"	103175
"Forficula"	"Arthropoda"	"Insecta"	"Dermaptera"	"Forficulidae"	"SDD4G5"	1	"Forficulidae_cluster2"	"76340d436ee2a48fc53b8a00be57ec8e"	"Animalia"	13670
"Forficula"	"Arthropoda"	"Insecta"	"Dermaptera"	"Forficulidae"	"SFKMCD"	0	"Forficulidae_cluster2"	"76340d436ee2a48fc53b8a00be57ec8e"	"Animalia"	107
"Forficula"	"Arthropoda"	"Insecta"	"Dermaptera"	"Forficulidae"	"SQYDDG"	1	"Forficulidae_cluster2"	"76340d436ee2a48fc53b8a00be57ec8e"	"Animalia"	5378
"Forficula"	"Arthropoda"	"Insecta"	"Dermaptera"	"Forficulidae"	"ST2SCC"	1	"Forficulidae_cluster2"	"76340d436ee2a48fc53b8a00be57ec8e"	"Animalia"	3270
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"S5MEZA"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	429
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"S6TGBG"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	583
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SBWPUY"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	6955
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SCECHR"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	519
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SCNXZK"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	1361
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SDD4G5"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	2378
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SFKMCD"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	411
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SGZUHD"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	18810
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SHLY4A"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	108
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SK91LD"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	3702
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SKA8NJ"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	190
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SM6D3B"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	3725
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SQ1CGZ"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	2017
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SQYDDG"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	4322
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SSJSP9"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	388
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SSY7BM"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	13490
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"ST2SCC"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	295
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SUNVYF"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	2859
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SUTTXP"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	3988
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SUXEKB"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	7348
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SUXVVU"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	23738
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SWKRGL"	1	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	11837
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SY34ZS"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	4110
"Formica"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Formicidae"	"SZCD49"	0	"Formicidae_cluster12"	"6162cce988b5ae6806198f7214eaa260"	"Animalia"	144
"Halesus"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"SGZUHD"	1	"Limnephilidae_cluster31"	"3fec1718dfda9263be28d379fa085666"	"Animalia"	6803
"Halyzia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Coccinellidae"	"SNYBEM"	1	"Coccinellidae_cluster14"	"7d610d5e2951b45ea745ee1a9d0e4347"	"Animalia"	32052
"Hydriomena"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Geometridae"	"SUNVYF"	1	"Geometridae_cluster6"	"0e040be0adf285b942ee967a3167729f"	"Animalia"	1049
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SBWPUY"	1	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	2274
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SCFYMN"	0	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	56
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SDD4G5"	0	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	362
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SHLY4A"	1	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	881
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SKA8NJ"	1	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	2875
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQYDDG"	1	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	765
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SSJSP9"	0	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	29
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"ST2SCC"	0	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	426
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SUNVYF"	0	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	187
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SUTTXP"	0	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	792
"Ichneumon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SY34ZS"	1	"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	2571
"Incurvaria"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Incurvariidae"	"SM6D3B"	1	"Incurvariidae_cluster1"	"ba19ed2d5b71a24f5d06fa5fbb16d15c"	"Animalia"	425
"Incurvaria"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Incurvariidae"	"SQYDDG"	0	"Incurvariidae_cluster1"	"ba19ed2d5b71a24f5d06fa5fbb16d15c"	"Animalia"	1111
"Leuctra"	"Arthropoda"	"Insecta"	"Plecoptera"	"Leuctridae"	"SGZUHD"	1	"Leuctridae_cluster3"	"0abd1a6d3705db0c7620d27c2869b2a1"	"Animalia"	15451
"Limnephilus"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"SCECHR"	0	"Limnephilidae_cluster10"	"ea7693c9e860a6e735e55ca438c5f735"	"Animalia"	220
"Limnephilus"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"SGZUHD"	1	"Limnephilidae_cluster10"	"ea7693c9e860a6e735e55ca438c5f735"	"Animalia"	9678
"Limnephilus"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"SM6D3B"	1	"Limnephilidae_cluster10"	"ea7693c9e860a6e735e55ca438c5f735"	"Animalia"	5407
"Limnephilus"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"SQ1CGZ"	0	"Limnephilidae_cluster10"	"ea7693c9e860a6e735e55ca438c5f735"	"Animalia"	192
"Limnephilus"	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"SZCD49"	1	"Limnephilidae_cluster10"	"ea7693c9e860a6e735e55ca438c5f735"	"Animalia"	1239
"Lucilia"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SKA8NJ"	0	"Calliphoridae_cluster10"	"00ffeab84c91d65cdc91a4a5033fb513"	"Animalia"	5016
"Lucilia"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SQYDDG"	0	"Calliphoridae_cluster10"	"00ffeab84c91d65cdc91a4a5033fb513"	"Animalia"	15515
"Lucilia"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SUTTXP"	1	"Calliphoridae_cluster10"	"00ffeab84c91d65cdc91a4a5033fb513"	"Animalia"	13957
"Lycaena"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Lycaenidae"	"SQ1CGZ"	1	"Lycaenidae_cluster8"	"310bd0d75f209cfa8b946ae74a434603"	"Animalia"	578
"Maniola"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Nymphalidae"	"SKA8NJ"	1	"Nymphalidae_cluster12"	"e91599c66a78bb430e8ed335f7fb57dc"	"Animalia"	1659
"Melanostoma"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SK91LD"	0	"Syrphidae_cluster7"	"e812659db8ce6915fc55b79d6ffd3cc6"	"Animalia"	920
"Melanostoma"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	1	"Syrphidae_cluster7"	"e812659db8ce6915fc55b79d6ffd3cc6"	"Animalia"	15294
"Melanostoma"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQ1CGZ"	0	"Syrphidae_cluster7"	"e812659db8ce6915fc55b79d6ffd3cc6"	"Animalia"	245
"Melanostoma"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQYDDG"	1	"Syrphidae_cluster7"	"e812659db8ce6915fc55b79d6ffd3cc6"	"Animalia"	4767
"Melanostoma"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SUNVYF"	0	"Syrphidae_cluster7"	"e812659db8ce6915fc55b79d6ffd3cc6"	"Animalia"	395
"Myathropa"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SDD4G5"	1	"Syrphidae_cluster52"	"518f1f57c84bb54c8a24d49871a7a9e1"	"Animalia"	13376
"Mythimna"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SDD4G5"	1	"Noctuidae_cluster52"	"d53c9869c64100d7d9842998197887ed"	"Animalia"	25643
"Mythimna"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SQYDDG"	1	"Noctuidae_cluster52"	"d53c9869c64100d7d9842998197887ed"	"Animalia"	17848
"Nemoura"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SHLY4A"	1	"Nemouridae_cluster1"	"8323fe8ff3e756ce2786f028faf049e5"	"Animalia"	31887
"Nemoura"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SKA8NJ"	0	"Nemouridae_cluster1"	"8323fe8ff3e756ce2786f028faf049e5"	"Animalia"	6923
"Nemoura"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SZCD49"	1	"Nemouridae_cluster1"	"8323fe8ff3e756ce2786f028faf049e5"	"Animalia"	36838
"Nemurella"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SCECHR"	1	"Nemouridae_cluster2"	"3ce02c25d5531b34938deee76e4b95b5"	"Animalia"	2374
"Nemurella"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SZCD49"	0	"Nemouridae_cluster2"	"3ce02c25d5531b34938deee76e4b95b5"	"Animalia"	627
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SFKMCD"	1	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	4033
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SHLY4A"	0	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	6868
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SSY7BM"	1	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	45338
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SUNVYF"	1	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	51267
"Nephrocerus"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"SQ1CGZ"	0	"Pipunculidae_cluster2"	"933d851663a36d63c7fac7a724e66745"	"Animalia"	472
"Nephrocerus"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"SUNVYF"	1	"Pipunculidae_cluster2"	"933d851663a36d63c7fac7a724e66745"	"Animalia"	839
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SDD4G5"	1	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	18328
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SM6D3B"	1	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	1373
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SQYDDG"	1	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	3871
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SUXVVU"	1	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	19795
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SDD4G5"	1	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	5031
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SK91LD"	0	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	1367
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQ1CGZ"	0	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	283
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQYDDG"	1	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	14993
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"ST2SCC"	1	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	1351
"Noctua"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"ST2SCC"	1	"Noctuidae_cluster24"	"450b8a6cba5d579a85fb747dd5f6bd58"	"Animalia"	33015
"Notocelia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SQYDDG"	1	"Tortricidae_cluster28"	"cc860c00e4e9c8a1ffec2c7ca0719498"	"Animalia"	4745
"Notocelia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SSY7BM"	0	"Tortricidae_cluster28"	"cc860c00e4e9c8a1ffec2c7ca0719498"	"Animalia"	4631
"Oligia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SDD4G5"	1	"Noctuidae_cluster3"	"90352a23823b0cefaf230c752162c465"	"Animalia"	16601
"Oligia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SFKMCD"	0	"Noctuidae_cluster3"	"90352a23823b0cefaf230c752162c465"	"Animalia"	1202
"Oligia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SQYDDG"	1	"Noctuidae_cluster3"	"90352a23823b0cefaf230c752162c465"	"Animalia"	13069
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SCNXZK"	1	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	12402
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"STHFJP"	1	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	5333
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SUTTXP"	1	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	584
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SZNYJX"	1	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	2349
