"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SCFYMN"	"SKVHMG"	"SDD4G5"	"SFKMCD"	"SM6D3B"	"SQYDDG"	"SHLY4A"	"SKA8NJ"	"SASQEH"	"ST2SCC"	"SSJSP9"	"SZCD49"	"SK91LD"	"SQ1CGZ"	"SZNYJX"	"S6TGBG"	"SCECHR"	"SUNVYF"	"SWKRGL"	"SGZUHD"	"SUXVVU"	"SSY7BM"	"SNYBEM"	"SQQBCH"	"SUTTXP"	"S8APX1"	"SLWUQ2"	"S5MEZA"	"SY34ZS"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SCNXZK"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SBWPUY"	"SC1YIM"	"SACBBR"
"Ichneumonidae_cluster14"	"a6f584ca80686fd9c746ebff5da8d6aa"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Schenkia"	0	0	0	0	0	0	424	2181	0	0	2576	0	0	0	0	182	242	188	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1406"	"d9a7effab68f76948b61674623e58e0e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Astrenis"	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1420"	"a82e56cdfbbfbcc58826e08da56b96ab"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Hemichneumon"	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster146"	"735ee25f584e4137a18958d74e027613"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Aclastus"	24	0	0	0	0	15	226	575	5	72	0	0	0	0	0	0	130	0	0	1150	0	68	0	0	247	0	0	0	54	483	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster149"	"45dfe3692e11e501ef4e92ab7666ea1d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Dichrogaster"	0	0	16	0	0	0	0	201	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster151"	"d217d45ddc91e0122d7f7dc894948c8a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Megastylus"	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster152"	"e56bad3bc7bc52fe8485bc92e0098a2b"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Trichomma"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7007	0	0	0	255	0	0	0	0	0	0	0
"Ichneumonidae_cluster154"	"38cfe5bd8d9cf96a4662ae056312af23"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Charitopes"	0	0	0	129	0	25	0	21	0	202	0	0	30	0	0	0	0	39	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1558"	"e1f9929420d8ff5484745d85bd6938d5"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Mesoleptidea"	0	0	0	0	0	45	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster157"	"133bc093749fdae7947f544c9842c78c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Aperileptus"	0	0	0	0	0	0	71	0	0	0	0	0	379	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1575"	"63719f7bebae8f25436f1049beefbcd8"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Aptesis"	0	0	0	0	87	43	9	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1586"	"ed793150cb674bc7a0bc1d78fc55c106"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Stilpnus"	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1588"	"1d845c2609137e390e84fae5a9f55eeb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Hemiteles"	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1602"	"00155982711825bd21e57ac8d5aac940"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Endasys"	0	0	0	0	197	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1658"	"05df84b01204901168c8c75a48f22607"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Sulcarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster169"	"059cb73dda93b0f05f6a685ebae47a6f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Stenobarichneumon"	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster170"	"8f2aefc3387cf0bc343a75a7de2604d2"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Aoplus"	0	0	0	0	0	4	100	0	0	0	0	0	0	11	0	133	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster172"	"d8a337265b761d664db6155a9f4ac4a3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Plectiscidea"	0	0	0	0	0	0	454	0	0	0	0	0	4339	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster176"	"ee8e5c307c719e90cf31bcf26a9c7819"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Ichneumon"	9	0	8	0	0	9	5	2744	0	533	27	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	163	0	0	0	0	0	0	0	0	41	0	0
"Ichneumonidae_cluster1762"	"82fa309b6e0b1161c215aa30c2ddb5d8"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Mevesia"	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1778"	"3e714694a196689819633e214c8abb48"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Oxyrrhexis"	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster180"	"bc9a69031c012d7e569c3c1960bf1ad0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Diplazon"	0	3916	0	345	0	597	899	0	0	0	271	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1815"	"43c53c43a17967cd12f5b2b95ac61bfa"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Tersilochus"	0	0	0	0	56	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1838"	"d57163e4e6d14613da9592d3f2c1f9d3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Bathyplectes"	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster187"	"a09f00e3743f8f9d748cd15374aa155d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Platylabus"	0	0	0	0	0	72	162	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1880"	"5e0c9587b1a0e0e918f437070ccabe1b"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Zoophthorus"	0	0	0	405	26	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster194"	"2d5af67067089ebdbbe2d554bf927002"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Pleolophus"	80	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster1965"	"bfabc270295e9fa228ea704b875a1437"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Synosis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2"	"d26bb13d4ca40b6c7d243eb4fc2703e3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Hadrodactylus"	0	0	0	801	322	0	3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster200"	"2b19d36aa6633b348726da1f8659209f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Crypteffigies"	0	0	0	0	0	0	0	0	0	0	187	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2017"	"192df8f8855e4322576302c539ae00ab"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Cylloceria"	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2031"	"36d06cfdb340203f80b9a6c9d06fdd84"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Platyrhabdus"	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2098"	"307e84eeaa6a3eafdd33f1b5db27e898"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Exetastes"	0	0	0	292	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster21"	"804abd32ae7c10df2b0e0b8bf261b4bf"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Buathra"	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster210"	"b81f6d845151db373db5e7473aacdd47"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Rhorus"	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster216"	"388c13153e4314cd68eb7e24244f2278"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Ceratophygadeuon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2167"	"1e410c578c6d8d09d19f085a106cad28"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Triclistus"	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster217"	"428a31cc61c01e3ee470b3fbe6a7b94c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Collyria"	0	0	0	0	829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Ophion"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	16	0	0	0	0	590	0	0	267	0	0	0	0	0	0	0
"Ichneumonidae_cluster23"	"a84ab29f542a9a91f7e07cb00976ae11"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Apechthis"	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	34059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster230"	"e2ba006f552366886bb3b1b8d358cbf9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Tropistes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254	0	0	0	0	0	0
"Ichneumonidae_cluster233"	"723eb87d3db26097ac0261c384a5dbd4"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Cryptus"	0	0	0	175	89	0	0	0	0	43	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster245"	"824542c1c36a01ca091dc09b24167a47"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Astiphromma"	0	0	0	0	0	0	0	0	0	0	74	46	0	87	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster249"	"dae1e0c094bfe9d22035991a7a98ba0c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Trychosis"	0	0	26	0	0	0	0	2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2533"	"e0b0839f33a2c81ba0d64956f449d359"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Phytodietus"	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2535"	"eb82cf102d046e18e0d9dd21676d2756"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Campoletis"	0	0	0	59	0	15	48	170	0	0	0	11	0	0	0	0	0	673	0	0	0	352	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0
"Ichneumonidae_cluster2549"	"65fe35bb3351794e5d007c517b8745ed"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Neurateles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster258"	"c948b0d731f4789a4523e65a4c713911"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Acrotomus"	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster269"	"41470acd6d0e2cbffc61501b2bb2c0ff"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Plectiscus"	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster270"	"5b89a851c405bce4578dffbe1c314525"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Eridolius"	153	0	0	0	0	0	615	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster28"	"7d19ab3f1326be88992998a8d60460d1"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Stilbops"	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster280"	"e8122b465897d6733c3f580ebf20c09c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Acrodactyla"	0	0	0	0	0	0	148	0	0	1209	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster287"	"90e8c9741fdde5620dcfcdde7945c344"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Gnotus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster2895"	"c2bb3ed86cad69fe8aa1b9c763cd6747"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Hyposoter"	0	0	0	0	227	0	3	0	0	0	0	0	0	128	0	0	10	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster297"	"5648ba25830c4ffa2a46644a1899bf55"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Theroscopus"	17	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster299"	"895034daec931c40741a199f42238b92"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Cyclolabus"	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster301"	"6b0a93d8761dcc98934394268378d622"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Enclisis"	0	449	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster312"	"0c8808d3a4e8fe44e6c36d268323d3a5"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Hoplocryptus"	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster321"	"1dbfb9c64c52e79f45ae7fee61e179a6"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Megacara"	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster325"	"c629932851a407563c3cce84e608d671"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Coelichneumon"	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster326"	"04d9deb0542551574521ee78796f3a48"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Dolichomitus"	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster369"	"63f9ec303710cf20160541e8f5a5db48"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Arotrephes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster371"	"43d9d06923a277f837a74490df186f05"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Gambrus"	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster376"	"1396af928ff04f11b4d4601161ca2f24"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Dilleritomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster38"	"daebdde6afcd9ac956b01a55fc034053"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Schizopyga"	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster390"	"a6667318ebce93e3ccf58daef61719ee"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Polyblastus"	0	0	0	0	0	0	3120	0	0	0	0	0	72	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster396"	"441567d23a9575f0c0e968cbf9d8f9d4"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Orthopelma"	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster399"	"7b7c18df6e8fd7b254f2f607728e2f64"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Homotropus"	0	0	0	0	0	0	38	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster4"	"ad7f752f759a2d3518c605de09dd3b39"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Polytribax"	0	0	0	0	0	357	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster407"	"b8b83999552234aedb7bef149ed04125"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Vulgichneumon"	0	0	0	0	0	0	0	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster420"	"e3228fb9457ef58cea2ee28d5ac4a4a0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Sinophorus"	0	0	0	0	0	0	16	0	0	0	0	288	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster424"	"c38fa184c8f2aa769257bf5826d3df42"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Scopesis"	0	0	0	0	0	0	36	0	0	0	41	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster436"	"4a1c3c9fc71535466358ed99a6b45cf2"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Cymodusa"	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster438"	"fc5fe90297be207a1652a2a32bb72bc3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Hybrizon"	0	0	0	0	0	2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster443"	"13f0e426bfa174e530b3700030b18cb8"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Baranisobas"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster445"	"54c4f5cc215c12de565b0f3c24b7aadf"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Phobocampe"	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster462"	"56a26d1c8bd97088d563028f87c27de6"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Arenetra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ichneumonidae_cluster465"	"0406af110377b5deb1e91523c0380b73"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Polyaulon"	0	0	0	0	0	0	134	282	0	0	0	0	0	0	0	0	21	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
