"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SCFYMN"	"SKVHMG"	"SDD4G5"	"SFKMCD"	"SM6D3B"	"SQYDDG"	"SHLY4A"	"SKA8NJ"	"SASQEH"	"ST2SCC"	"SSJSP9"	"SZCD49"	"SK91LD"	"SQ1CGZ"	"SZNYJX"	"S6TGBG"	"SCECHR"	"SUNVYF"	"SWKRGL"	"SGZUHD"	"SUXVVU"	"SSY7BM"	"SNYBEM"	"SQQBCH"	"SUTTXP"	"S8APX1"	"SLWUQ2"	"S5MEZA"	"SY34ZS"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SCNXZK"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SBWPUY"	"SC1YIM"	"SACBBR"
"Chironomidae_cluster533"	"d5f3505273d33d8427b9bb74a1d99887"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Apometriocnemus"	0	0	0	0	0	0	0	0	0	0	0	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster546"	"2185a9a8fc06bd24d58d19e97b623e02"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Virgatanytarsus"	0	1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster548"	"cb87541f93a66aaa7f63f71802fae0a5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemanniella"	0	935	0	0	0	0	0	0	0	0	0	105	0	1352	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster586"	"96e14611b353b3cf70c033ba36bbe1d3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Stempellina"	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster64"	"380def07d43381510342a7994d0f0862"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tokunagaia"	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster707"	"b425a184d024090bf66acb0855901b29"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Parakiefferiella"	0	0	0	0	0	0	282	0	0	0	0	155	0	0	0	0	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster75"	"e233de0b53c296328735b576389eb6be"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Natarsia"	0	0	0	0	505	0	153	0	0	0	0	0	0	3605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster757"	"813e9479823d23c8970e8f5b365c8696"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypus"	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster809"	"05724a951eda5c2d068910f9e99f4708"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Harnischia"	0	0	0	0	0	0	0	0	0	0	0	0	0	3251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster851"	"1287d0b59af1cb68a590e4774aa1ee35"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Krenosmittia"	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster881"	"9037563433a2f7d1cde1fbe7f5c405b4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Acamptocladius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster92"	"07c97a180b517264d24270852c1b2d93"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Sergentia"	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chironomidae_cluster98"	"a8fe42f03ac5e29356ae50ecb363957a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Heleniella"	0	0	0	395	1027	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloroperlidae_cluster1"	"f5449d76f2581a547d536bee5a7c62e6"	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Chloroperlidae"	"Siphonoperla"	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster1"	"9a5d3753ddf9066f28877243d4eedc88"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Rhopalopterum"	0	0	911	854	357	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster10"	"cdac7cd3abc5ede924f36e049e7d41fb"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Aphanotrigonum"	309	0	0	0	0	0	0	4340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	40	0	511	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster102"	"6d7ec65cedfc1a77fb6a2a0c83251874"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Chloropidae_X"	0	0	0	33	0	0	0	12713	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster11"	"b99fd7e15b42bf705c8151041a773e8b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Ceratobarys"	0	0	0	0	0	0	0	1566	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster13"	"79d1ddb29da1bc2870f694d560fa1220"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Siphonella"	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster14"	"be025a0b98ab01f9697fc7d6e8b2ced1"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Thaumatomyia"	0	0	108	0	0	0	0	308	2115	0	0	0	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster16"	"1a500f0a445606b62aa5b836fb22352a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Oscinimorpha"	0	0	42	155	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster18"	"aa37de9e25bdb3804105ad38cf77e0df"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Tricimba"	0	0	2058	1267	0	886	0	4006	0	0	0	26	0	942	0	0	0	0	0	0	0	0	0	0	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster19"	"168f4688d33e36cbd9288f312fea49e7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Cetema"	0	0	0	1306	0	0	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster2"	"279b9aed94413ff1e2dccb683eded5e0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Oscinella"	0	0	0	0	1793	9268	0	9408	0	0	287	0	0	705	0	0	0	0	0	0	3769	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster23"	"e9af85e718758c3f2b978cc058e49209"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Gaurax"	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	976	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster24"	"02126ab805bfb8fb22842edf74fd7aa4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Chlorops"	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster3"	"a3f3263143ab49c667e5e03274d66a6d"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Dicraeus"	0	0	4711	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster30"	"531b7279e94d77bd285290a444281a3f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Dasyopa"	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster46"	"7e5b0cc4965005597c9b8a8a9f763fc7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Conioscinella"	0	0	962	444	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster47"	"79c623d064def5ca9b6e4557d9ba8045"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Pseudopachychaeta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster59"	"d9bf43d2cd022161421d8e6dcb3e108a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Meromyza"	0	0	0	0	0	0	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster8"	"123ab021ef4f9e63c326847f7db9ad31"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"Elachiptera"	0	0	0	0	0	0	0	529	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	1739	0	1408	322	0	0	4532	0	0	0	0	0	0	0	0	0	0
"Chloropidae_cluster90"	"335516d1f6ba5e50b20f5b2ad02a5652"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Chloropidae"	"unclassified.Chloropidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster1"	"043dad213c986235c78a8d89aed7e8e8"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Phyllotreta"	0	0	0	80	0	100	0	315	0	0	0	0	0	0	581	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster10"	"89c34ea1b57357f731e12bb7a44ddd77"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Chaetocnema"	0	0	0	0	0	8	0	20	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster14"	"68e1e857897b1df6ad810e9a0ad614e1"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Phratora"	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster17"	"7e04c251e9cc4e7aeda64caaf8e3748c"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Aphthona"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
"Chrysomelidae_cluster19"	"4a4594cc1315e4eb6a6c174f0c808c8e"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Batophila"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	79	0	0	0
"Chrysomelidae_cluster2"	"9d166e4e624d25fd07724e33c2655a76"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Lochmaea"	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster23"	"67afad06d1d460a417e1210677322b54"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Galeruca"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster24"	"65b6d59891acd9b3b4002ce0ede910ce"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Crepidodera"	0	0	0	887	0	36	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster31"	"918373972fddc1bcaf7d2a30b2b7c56d"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Luperus"	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster32"	"8a16c0d92ff67312218c74b32b1e5fe4"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Longitarsus"	0	0	0	0	0	0	0	35	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2577	0	0	0	0	27	0	0	0	0	0	0
"Chrysomelidae_cluster34"	"34fd26cea9997600976b19e54fc0e63e"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Psylliodes"	0	0	0	0	0	0	0	8794	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster45"	"07fd7837a5a93dc5088dfdf0888ce1b8"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Oulema"	0	2	0	0	0	0	0	74	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster49"	"b9dd0fbab2db88d67fcc3446d0fa257b"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Epitrix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomelidae_cluster53"	"2fecbef3d955f1f96467bbe693c41236"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Chrysomelidae"	"Neocrepidodera"	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysopidae_cluster1"	"dd398e88ed82e3060b4e30454699b99b"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	"Chrysopidae"	"Chrysoperla"	0	0	63	91	0	0	0	322	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysopidae_cluster3"	"01372324c7e9c5d446fbeb713251f662"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	"Chrysopidae"	"Pseudomallada"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	12	0	0
"Chrysopidae_cluster4"	"9d80673ddb6b02127d2c7a854f5d5751"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	"Chrysopidae"	"Peyerimhoffina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0
"Chrysopidae_cluster5"	"7bd3c19bb61e8c6e051ec4dd11eabfbe"	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	"Chrysopidae"	"Chrysopa"	0	0	0	0	0	0	0	0	0	35584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster1"	"c0f5bd971c1386e52b4649f4bd992daa"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"unclassified.Cicadellidae"	0	0	0	0	0	0	0	2345	0	0	0	0	0	12403	0	0	0	0	0	0	0	0	218	20	3705	536	0	0	0	0	0	0	1168	7901	817	0	0	0	0	0
"Cicadellidae_cluster10"	"52a94318b5dac8653f2146215435f54b"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Cicadellidae_X"	0	0	28459	220	0	117	3132	2410	0	40	898	0	975	0	0	0	0	3425	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster103"	"98897e8f8d426ec11959cbc3d8032e26"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Arthaldeus"	0	0	0	0	0	0	0	5	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster11"	"6d65fa28cab6474cc1e8086e73c10d25"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Idiodonus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster112"	"6b00e2b2196387867589b8498ba771f2"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Aphrodes"	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster12"	"d12a4b47d7da82dd84549f1e65be5943"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Empoasca"	0	3662	0	610	0	2334	1396	222	0	0	0	0	0	2705	0	135	0	13	0	0	573	0	0	0	0	0	0	0	0	0	104	0	0	0	0	333	0	0	0	35
"Cicadellidae_cluster120"	"39c507220c91809158f81805c974850e"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Eupteryx"	0	0	0	8453	0	95	0	4218	0	0	0	0	956	0	0	0	0	0	0	0	0	1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster123"	"a7ed9afe805d117b620aa049433316b8"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Evacanthus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster131"	"7ec08d5f8c9fab17d2bb847be86c7f8e"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Typhlocyba"	0	0	40	1846	0	878	0	8	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster146"	"627da93aefb2826b0a3009aa7fc99c04"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Forcipata"	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster15"	"1ff564ccd2c05db5b08d7f00c0dd4720"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Grypotes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3803	0	0	0	0	0	3029	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster16"	"efae17a3b12be831b21a59ce01efbb79"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Allygus"	0	0	0	0	0	0	0	10781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster161"	"121084f56ba73cba1fe7b9959f5fb42b"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Macustus"	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster2"	"c3b73add1b61a8a096da730939d43df8"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Oncopsis"	0	0	0	934	0	0	0	0	0	0	0	428	18365	297	6	2774	1986	37	0	5345	1012	0	0	0	140	0	0	0	0	0	1001	0	28031	0	0	0	0	0	0	0
"Cicadellidae_cluster20"	"b04608dcf470e9f0b1a1cfbaad8a8678"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Edwardsiana"	0	0	297	0	0	2178	0	12	0	0	0	0	584	0	0	0	0	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster22"	"4633bcd8fd6cf1499b25551139f1ad4a"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Fagocyba"	0	0	0	0	0	0	0	0	0	12509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster26"	"7048f5cf72c465aed905268200808622"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Alebra"	0	22	0	0	0	0	0	1050	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster27"	"0ed584362028697280be8eb72eb47e22"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Psammotettix"	0	0	691	0	229	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster3"	"8421b3a4b1f0bf974437ee4d5b90d671"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Kybos"	0	0	0	9906	0	5773	1863	30	0	0	0	0	2779	55	0	0	0	0	0	327	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster33"	"7fdb2c6c5687b026205d9a14ee3f4053"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Zygina"	0	118	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	1848	0	0	0	0	0	0	104	0	697	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster36"	"ad33a2b2748c4b81bb614ad4b032148b"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Ribautiana"	0	0	845	0	0	765	0	43	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster38"	"54c90bb5cf30e3cc70324d6aac7e4fb9"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Macropsis"	0	0	0	6347	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster4"	"ae4f7d513d0c1ec7e993a6c15842371d"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Linnavuoriana"	0	0	0	0	6	0	4	94	0	0	0	0	0	3	0	0	0	373	3573	0	0	0	0	7208	0	1412	208	0	1809	423	0	0	0	0	0	0	362	0	115	5296
"Cicadellidae_cluster47"	"b59df6411bc747c639a90602e9cc0bb1"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Iassus"	0	5785	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster51"	"4d2054ef9c66d21bf1f7495c50a58e0d"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Streptanus"	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster56"	"2ce647eff2d9b3c65201f110b6a2721c"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Cicadella"	0	0	0	0	0	0	0	10544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster6"	"54c1fcc6fe8bb6c60739d53a928a8273"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Speudotettix"	0	0	0	0	0	0	3944	0	0	0	0	90	531	0	0	5942	0	187	0	0	10679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cicadellidae_cluster68"	"142cdf2aa1bef0175289c2d935fffe9e"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Cicadellidae"	"Metidiocerus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
