"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"BOLD_bin"	"SCECHR"	"SK91LD"	"SQQBCH"	"SCFYMN"	"SM6D3B"	"SSY7BM"	"SDD4G5"	"ST2SCC"	"SQ1CGZ"	"SUNVYF"	"S6TGBG"	"SKVHMG"	"SZNYJX"	"SQYDDG"	"SHLY4A"	"SFKMCD"	"SKA8NJ"	"SZCD49"	"SSJSP9"	"SGZUHD"	"SWKRGL"	"SUTTXP"	"SASQEH"	"SUXVVU"	"SNYBEM"	"SCNXZK"	"S8APX1"	"SBWPUY"	"SC1YIM"	"SACBBR"	"S5MEZA"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SLWUQ2"	"SY34ZS"
"Drosophilidae_cluster12"	"9676acab15e5dc11babb67f5c672577b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Drosophila"	"Drosophila transversa"	"BOLD:ACB9860"	0	192	0	106	0	0	0	0	0	0	0	0	0	0	144	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster13"	"57717526fd09f6392402163601ffa5d9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Scaptomyza"	"unclassified.Scaptomyza"	"unclassified.Scaptomyza"	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster18"	"7c8f2aaa9a7cb262dd909c9c6492ee35"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Lordiphosa"	"Lordiphosa fenestrarum"	"BOLD:ACR1184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster20"	"5dcc5ee25ca3a9f132096c23d08176ee"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Drosophilidae_X"	"Drosophilidae_XX"	"BOLD:ACC1518"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster23"	"dc2202b0e1dad27ee97ef71efa33b645"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Chymomyza"	"Chymomyza fuscimana"	"BOLD:AAP8921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster4"	"6aae6769fbd992dd3ec0e8ca56eb2508"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Scaptomyza"	"Scaptomyza pallida"	"BOLD:AAG8493"	0	0	0	0	904	35	0	0	12	0	0	0	0	260	0	335	295	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster50"	"272f8ef78a3bb76b3824c4a35723e963"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Chymomyza"	"Chymomyza_X"	"BOLD:ACR8189"	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster8"	"4a33dddefa571d570e7422ef00c7b473"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Drosophila"	"Drosophila_X"	"BOLD:ABX1718"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drosophilidae_cluster9"	"359c70050f678c71d100cade5a8d31df"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	"Lordiphosa"	"Lordiphosa fenestrarum"	"BOLD:ACC8963"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster1"	"e5a122f3bbdb61c2a46841a05e52e3c1"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:AAU8713"	0	0	0	0	0	0	42	0	0	0	0	0	0	66	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster10"	"daa3bbfe0c00eb209f4784e81e5615a9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Lonchodryinus"	"Lonchodryinus ruficornis"	"BOLD:ACL5839"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster12"	"0b253cb08b2e4df4be49009604754130"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:ACV4949"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster17"	"793daebe24a0dedcb2d40b752824e35e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Gonatopus"	"Gonatopus clavipes"	"BOLD:ADZ9551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster18"	"ba8727c6559abaee78251736992e48c9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:AAU9508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster2"	"8dde3f3dca9ec6a94ccd1dc3778977d7"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Lonchodryinus"	"Lonchodryinus ruficornis"	"BOLD:ACL6544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster25"	"44df62b96a7783db19e2cead43b769b8"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:ABX2400"	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster28"	"c9da7674e1c37115e7453a6f97e2c967"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Gonatopus"	"Gonatopus striatus"	"BOLD:ACV5843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
"Dryinidae_cluster29"	"db91d9916a565f168a9538e53ac9c19e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Aphelopus"	"Aphelopus melaleucus"	"BOLD:ABX2388"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster3"	"77da94c7721314e93a221466ec8e653b"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:ACG7249"	0	0	0	0	0	0	124	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster4"	"6d98980a41142a919ea3c2cf3eab22c3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:ABA7952"	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster5"	"c680820f52d8e6e8f49620a954c6fddf"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Gonatopus"	"Gonatopus_X"	"BOLD:ABX2693"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster6"	"44dae76a18d7130c93f6699530e8a26f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Lonchodryinus"	"Lonchodryinus_X"	"BOLD:ABX2381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster7"	"339c274f3ca7df0b972cbd882fab67eb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:ACO2569"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryinidae_cluster9"	"e79dd6149d39670f46423af743a4d342"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Dryinidae"	"Anteon"	"Anteon_X"	"BOLD:AAY6816"	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryomyzidae_cluster1"	"6ff09e752bdc616ad7a0b89e6952dfb4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Dryomyzidae"	"Dryope"	"Dryope decrepita"	"BOLD:ACB3771"	0	3420	0	0	0	0	0	0	0	0	0	0	0	0	1990	0	0	0	1768	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ectobiidae_cluster1"	"3e1aa6b0e6347d74cae2a38da5cbab1e"	"Animalia"	"Arthropoda"	"Insecta"	"Blattodea"	"Ectobiidae"	"Ectobius"	"Ectobius lapponicus"	"BOLD:AAG9957"	0	2276	0	12813	0	0	0	0	0	0	12581	36362	0	0	0	0	0	0	0	0	0	9621	0	0	35401	0	12625	0	0	0	0	0	0	0	0	0	0	0	0	7153
"Elachistidae_cluster1"	"95990c10103a4c6025d1737f7d2dfdc3"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"unclassified.Elachistidae"	"unclassified.Elachistidae"	"unclassified.Elachistidae"	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	133	242	0	0	0	3467	0	0	1072	2843	0	0	0	0	265	0	2523	0	0	0	0	0	0	3309
"Elachistidae_cluster10"	"53f709f7f33a196d8410ab7f97cf017f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista canapennella"	"BOLD:AAB7810"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2693	0	0	0	0	0	0	0
"Elachistidae_cluster11"	"f63642f6cb6afc0c62a39a3555071cb6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista alpinella"	"BOLD:AAC1335"	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster15"	"314132d1a09a20191ff6ce85dca7f27d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista gleichenella"	"BOLD:AAD8163"	0	0	0	0	0	456	0	0	0	0	391	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster16"	"b9216bcd41406cb459f6024e37c7fad6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista argentella"	"BOLD:AAC9691"	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster18"	"b188704e6520b3a2873d2469b55efafb"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista apicipunctella"	"BOLD:AAE0019"	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster19"	"298d931fe220987ebba7cd75f243c0ec"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista nielswolffi"	"BOLD:ACE9481"	0	0	0	0	0	0	0	0	0	0	0	0	0	140	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster2"	"049a82683bf1c9590ac39cb2d89989df"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Agonopterix"	"Agonopterix heracliana"	"BOLD:ACF1608"	0	0	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	16767	0	0	0	0	0	0	0	0	0	0	0	3298	0
"Elachistidae_cluster21"	"435cc9e8be352610ceb8ffd101287995"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista utonella"	"BOLD:AAE0031"	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster26"	"ebf61b040996123ec9e27de7f1e4abbe"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista atricomella"	"BOLD:ABZ5157"	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster28"	"6de81f0920ece3593be1d5e51fd973c7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista luticomella"	"BOLD:AAD9952"	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster32"	"2f0552fd15ed029446c9b4048eddb9b4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista subalbidella"	"BOLD:AAC7905"	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster34"	"92b6b34b687044854658f5c658a2c7f1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista adscitella"	"BOLD:AAC3846"	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster4"	"7afab250d656b0dfe1c83be76748a851"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista maculicerusella"	"BOLD:AAC7924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster5"	"5bf2b0cb4128175ad89f38bca71b3f58"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista nobilella"	"BOLD:AAF6140"	245	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster56"	"4654bc4d2c5f6faee197f6e08f6ae58e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Agonopterix"	"Agonopterix yeatiana"	"BOLD:AAJ6716"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster6"	"aa932537c27cc42b1466416c125019f2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Agonopterix"	"Agonopterix arenella"	"BOLD:AAC6982"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8345	0	0	0	0	0
"Elachistidae_cluster7"	"2c2947b79e344f93e77bc527c44e5bc4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Agonopterix"	"Agonopterix ocellana"	"BOLD:AAF7176"	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster8"	"4c98dc00b7839c71738f683260eba005"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista_X"	"BOLD:AAK9162"	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elachistidae_cluster9"	"6c8a29d4eabb706f902d5ae8d22e467f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Elachistidae"	"Elachista"	"Elachista albifrontella"	"BOLD:AAE0022"	0	0	0	0	0	5055	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster1"	"c0a10b2b654576c571e29bdd2ef19f7b"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Athous"	"Athous subfuscus"	"BOLD:AAO0996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	0	0	1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster11"	"68f24e0b8d0bef75467e199aa96155a6"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Ampedus"	"unclassified.Ampedus"	"unclassified.Ampedus"	0	0	0	0	0	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34484	0	0	0	0	0	0	0
"Elateridae_cluster14"	"ee57d24b241b9484765f5a06201a99f9"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Hemicrepidius"	"Hemicrepidius niger"	"BOLD:AAO4309"	0	0	0	0	0	0	0	7640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster17"	"b65729c625925f074477c02b54721710"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Hemicrepidius"	"Hemicrepidius hirtus"	"BOLD:AAP8192"	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster19"	"5521cf08da992db5e8669080aeda3bb2"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Adrastus"	"Adrastus pallens"	"BOLD:AAV4663"	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster2"	"3a2904629fb10096a285a12ea0ad6a0b"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Dalopius"	"Dalopius marginatus"	"BOLD:AAO1078"	0	0	0	0	0	0	0	0	990	0	4698	10596	21870	0	0	2781	0	0	0	0	0	3928	0	0	0	64040	0	0	0	0	0	0	47973	0	0	0	0	0	0	13468
"Elateridae_cluster20"	"b25177d5f3bf8df161957bbb8e77da9b"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Ampedus"	"Ampedus pomorum"	"BOLD:ABW5182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster21"	"707f8fd7f6231ea96ca7beba015d41da"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Ampedus"	"Ampedus nigrinus"	"BOLD:AAP9136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20413	0	0	0	0	0	0
"Elateridae_cluster22"	"eef42a3a3d92cb617cec71c8092574f2"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Melanotus"	"Melanotus villosus"	"BOLD:AAN9631"	0	0	0	0	0	7841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster23"	"9f60ea5072948466660290870aa81ffa"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Liotrichus"	"Liotrichus affinis"	"BOLD:ABX2331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster28"	"2281aa179be3993a194e1b04d2861a59"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Prosternon"	"Prosternon tessellatum"	"BOLD:AAO3206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster38"	"dc203ccc957c2581ef4a252e20b99f8e"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Sericus"	"Sericus brunneus"	"BOLD:AAQ0077"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster4"	"f1e204324e4f59cd1f59cad923b5e580"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Athous"	"Athous haemorrhoidalis"	"BOLD:AAO0995"	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster41"	"c1b91a7910014de9738de2cad500d6ea"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Ampedus"	"unclassified.Ampedus"	"unclassified.Ampedus"	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	828	0	0	0	0	0	0
"Elateridae_cluster5"	"e3dbed13264ba7ccb885ab23a0807c55"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Melanotus"	"Melanotus castanipes"	"BOLD:ACG2754"	0	0	0	0	0	14945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster64"	"5e8a7265a793054ab3956378146d9442"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Pheletes"	"Pheletes aeneoniger"	"BOLD:ACB2710"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elateridae_cluster7"	"2636275f6d375deb1e538b23b1c9936d"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elateridae"	"Athous"	"Athous vittatus"	"BOLD:AAN4289"	0	0	0	0	0	0	0	0	0	0	0	21598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elipsocidae_cluster1"	"48530a15b344f0e41d7025cc83482458"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Elipsocidae"	"Elipsocus"	"Elipsocus_X"	"BOLD:ACJ6739"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Elipsocidae_cluster2"	"0c27233a4104aa5cbdb2a8afae834b11"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Elipsocidae"	"Elipsocus"	"Elipsocus moebiusi"	"BOLD:ACK6397"	0	0	0	0	0	0	0	0	0	0	0	0	0	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Empididae_cluster1"	"4193db58862aa7c9831929c336013b02"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	"Empis"	"Empis trigramma"	"BOLD:ACP2934"	0	0	0	0	0	0	0	0	0	0	0	29010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Empididae_cluster105"	"0f682aebc9f9dd5c04a4795378814c5e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	"Empis"	"Empis prodromus"	"BOLD:ACE1905"	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Empididae_cluster11"	"87d70625687d494af96177d9cfbf139c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	"Hilara"	"Hilara intermedia"	"BOLD:ACE2495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Empididae_cluster110"	"e5db53fbbff302f4fa9597bd9ac026d9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	"Chelifera"	"Chelifera subangusta"	"BOLD:ACJ7245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Empididae_cluster116"	"b4a9537fe5987870f9b753b6a76f1184"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Empididae"	"Hilara"	"Hilara femorella"	"BOLD:ACJ1567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
